"SPORDER","PUMA","PWGTP","CIT","COW","ENG","FER","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MIG","NWAB","NWLA","NWLK","SCH","SCHL","SEX","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MSP","NATIVITY","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","WAOB","Class"
1,"603",334,"1","1","0","0","2","0","1","2","2","2","1",0,"10","2","1","2","2","1","2","1","3","3","3","1","21","1","5","3","5","1","2","26","51","0","0","1","4580","55","0","1","1","0","10","0","5","6","25","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"100",74,"1","0","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","2","19","2","0","0","0","0","4","999","999","0","0","6","0","0","0","6","1","-1","0","0","0","0","17","0","0","0","1","2","3","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
1,"608",43,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","4","2","2","1","2","1","3","3","3","1","13","2","0","0","0","0","4","999","999","0","0","6","0","0","0","5","1","-1","0","0","0","4","44","0","0","0","2","1","4","1","1000","1","0","0","1","0","1","-1","0","0","1","Yes"
3,"609",147,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","2","16","1","0","0","0","2","1","939","999","0","0","6","0","0","0","6","1","0","0","0","0","0","25","4","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"403",74,"1","6","0","0","2","2","1","1","1","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","23","1","0","2","5","1","2","50","935","0","1","1","7980","49","0","1","1","0","3010","0","5","6","23","6","400","25","1","1","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"602",54,"1","2","0","0","2","0","2","2","1","1","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","19","2","1","1","5","1","2","903","902","0","1","1","8370","31","0","6","1","0","3602","4","3","4","25","3","600","25","2","1","4","2","3000","2","0","1","1","0","0","0","0","0","1","No"
1,"504",94,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","19","2","3","2","5","1","2","22","94","0","0","1","8370","0","0","1","1","0","2012","4","5","5","25","6","500","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"801",85,"1","1","0","0","2","0","2","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","11","1","0","0","0","2","1","22","999","0","0","6","8680","0","0","6","1","0","4020","0","0","0","25","2","0","0","2","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"606",86,"4","1","1","0","2","0","1","2","2","2","2",1,"1","1","1","2","2","1","2","1","3","3","3","1","19","1","3","3","5","1","1","615","999","6","1","1","3960","64","1750","1","2","0","1530","0","5","5","210","6","600","25","1","2","4","6","4015","4","1","0","1","0","0","0","0","0","4","No"
1,"706",91,"1","0","1","0","2","2","2","1","1","2","0",0,"0","1","3","2","2","2","2","1","2","2","2","1","21","2","0","0","0","2","1","935","999","0","0","6","0","0","1170","4","1","0","0","4","0","4","50","3","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"802",39,"1","1","0","0","2","0","1","2","2","2","2",0,"10","2","5","0","0","0","0","1","3","2","2","1","23","2","5","3","5","1","1","82","999","0","0","1","8191","55","0","6","1","0","3090","4","5","6","25","6","800","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"505",17,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","3","3","3","3","1","22","2","0","0","0","0","4","999","999","0","0","6","0","0","0","6","1","-1","0","0","0","4","25","0","0","0","2","1","1","2","3000","2","0","1","1","0","0","-1","2","2","1","Yes"
1,"705",80,"5","1","1","2","0","0","1","2","2","2","3",4,"1","1","5","0","0","0","0","3","3","3","3","1","16","2","3","2","5","0","4","999","999","8","4","1","6890","25","1210","6","2","0","5240","3","5","5","312","3","290","33","1","2","3","8","8000","15","0","0","1","1","0","0","0","0","3","No"
4,"904",118,"1","0","0","0","0","0","1","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","2","12","1","0","0","0","2","1","195","995","0","0","6","0","0","0","6","1","1","0","0","0","0","25","4","0","0","1","1","4","1","1000","1","0","0","1","0","1","1","0","0","1","No"
3,"100",268,"5","1","4","0","0","0","2","2","2","1","2",2,"1","1","1","2","1","1","2","3","3","3","3","1","21","1","2","2","4","1","1","234","999","8","2","1","7690","39","1200","2","2","0","4220","0","4","4","364","4","100","25","2","1","1","8","8000","15","0","0","1","1","0","0","1","2","3","No"
1,"706",100,"1","0","0","0","2","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","22","2","0","0","0","2","2","50","22","0","0","6","0","0","0","6","1","0","0","4","0","5","25","5","0","0","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"806",33,"5","0","2","0","0","0","2","2","2","2","0",0,"0","1","1","2","1","1","2","3","2","2","2","3","21","1","0","0","0","2","1","706","999","8","0","6","0","0","2000","1","2","0","0","0","0","0","207","1","0","0","2","2","1","6","4000","5","1","0","1","0","0","0","2","2","4","No"
1,"402",65,"1","0","0","0","1","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","1","0","0","0","2","1","94","999","0","0","6","0","0","0","1","1","0","0","0","0","5","33","6","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"902",114,"1","1","0","2","0","2","1","1","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","2","16","2","1","1","3","1","3","996","999","0","1","1","8470","61","0","6","1","0","2360","4","3","3","12","1","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"902",19,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","1","1","0","0","0","2","3","996","999","0","0","6","0","0","0","6","1","-1","0","0","0","3","25","1","0","0","2","1","3","1","1000","1","0","0","1","0","1","-1","0","0","1","Yes"
2,"802",55,"1","1","0","1","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","22","2","4","2","5","1","2","51","32","0","0","1","7380","0","0","1","1","0","1021","1","5","6","44","6","800","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"904",60,"1","0","0","2","2","2","2","1","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","1","22","999","0","0","6","0","0","0","1","1","0","0","2","0","0","25","1","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"701",97,"1","6","0","0","2","1","2","1","2","2","3",1,"1","2","1","2","2","2","2","1","2","2","2","1","20","1","0","2","5","1","1","431","999","0","1","1","8590","85","0","1","1","0","4400","0","5","5","23","3","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"706",54,"1","1","0","0","2","2","1","1","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","16","1","1","1","5","2","1","88","999","0","0","6","7680","0","0","6","1","0","7000","0","4","4","25","1","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"507",48,"1","3","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","23","2","5","4","5","1","1","50","999","0","1","1","7860","43","0","1","1","0","20","4","5","6","45","6","20290","9","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"706",130,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","22","2","5","2","5","1","1","22","999","0","0","1","7071","0","0","1","1","0","120","3","5","6","25","6","700","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"503",107,"4","1","0","2","2","2","2","1","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","21","2","1","2","5","1","1","234","999","7","1","1","8680","85","0","4","2","0","4040","4","4","4","364","2","500","25","1","2","3","8","8000","15","0","0","1","1","0","0","1","2","3","No"
2,"603",45,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","3","3","5","1","1","935","999","0","0","1","8680","0","0","1","1","0","4720","4","5","5","25","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"505",137,"4","1","1","2","2","0","2","2","2","1","3",1,"1","1","5","0","0","0","0","1","3","3","3","2","21","2","1","1","4","1","1","416","999","8","1","1","8090","22","1290","6","2","0","3255","4","4","4","212","1","500","25","2","1","2","1","1000","1","0","0","1","0","1","0","1","2","4","No"
1,"805",53,"1","6","0","0","2","0","2","2","2","1","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","24","2","0","4","3","1","1","88","999","0","0","1","7460","0","0","6","1","0","1610","4","5","6","36","6","800","25","2","1","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
3,"501",79,"1","9","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","1","2","13","1","0","0","0","2","1","935","999","0","0","3","9920","0","0","6","1","1","9920","0","0","0","25","5","0","0","1","2","2","1","1000","1","0","0","1","0","1","1","0","0","1","No"
3,"503",31,"1","2","0","0","2","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","22","1","2","2","4","1","2","50","22","0","1","1","7860","35","0","6","1","0","2310","0","4","4","25","6","900","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"607",44,"5","6","2","2","2","0","1","2","2","2","0",0,"11","1","1","2","2","1","2","1","3","3","3","1","22","2","0","2","5","1","1","740","999","7","0","1","7890","0","2560","1","2","0","2360","4","4","4","215","6","600","25","1","2","3","6","4002","7","1","0","1","0","0","0","2","2","4","No"
6,"612",195,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","0","0","0","1","16","1","0","0","0","0","4","999","999","0","0","0","0","0","0","6","1","1","0","0","0","0","25","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","1","0","0","1","No"
3,"601",31,"1","6","0","2","2","0","2","2","2","1","1",2,"1","2","5","0","0","0","0","1","3","3","3","1","21","2","0","4","5","1","2","50","22","0","2","1","180","43","0","6","1","0","205","4","5","6","25","6","290","33","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"401",91,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","1","22","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","4","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"507",347,"1","7","0","0","2","0","1","2","2","2","1",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","1","4","2","5","1","3","996","999","0","1","1","7770","55","0","1","1","0","4210","0","5","6","25","5","500","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
4,"1002",45,"1","3","0","0","2","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","3","1","16","1","0","0","0","2","3","996","999","0","0","6","7860","0","0","6","1","0","4200","0","0","0","25","1","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"506",34,"1","1","0","0","2","2","2","1","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","2","2","2","5","1","1","50","999","0","1","1","4871","91","0","1","1","0","4720","4","4","4","25","6","500","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"503",45,"3","7","2","0","2","2","2","1","2","2","3",1,"1","1","1","2","2","1","2","1","3","3","3","1","21","2","4","2","5","1","4","999","999","6","1","1","7072","53","1200","1","1","0","410","4","5","6","362","6","500","25","1","2","2","9","9000","29","0","0","2","1","1","0","2","2","3","No"
1,"804",137,"3","1","3","0","2","0","2","2","2","1","0",0,"0","1","5","0","0","0","0","1","2","2","2","1","10","2","0","0","0","2","1","275","999","8","0","6","6180","0","1200","6","1","0","3946","2","0","0","329","2","0","0","2","1","3","8","8000","15","0","0","1","1","0","0","0","0","3","No"
1,"1002",62,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","3","19","1","0","0","0","0","4","999","999","0","0","6","0","0","0","6","1","-1","0","0","0","0","17","0","0","0","1","2","3","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
1,"805",100,"4","2","2","2","2","0","1","2","2","2","0",0,"11","1","1","2","2","1","2","1","3","3","3","1","20","2","2","2","5","1","1","603","999","7","0","1","8191","0","1380","1","2","0","5400","2","4","4","202","4","800","25","1","2","1","6","4016","10","1","0","1","0","0","0","0","0","4","No"
2,"601",218,"1","1","0","2","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","22","2","4","2","5","1","4","999","999","0","1","1","2190","52","0","1","1","0","51","1","5","6","25","6","290","33","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
3,"403",43,"1","1","0","0","2","2","1","1","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","22","2","4","3","5","1","1","940","999","0","0","1","6991","0","0","6","1","0","860","4","5","6","25","6","400","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"603",35,"1","2","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","24","2","5","3","5","1","1","87","999","0","1","1","7870","49","0","1","1","0","2205","3","5","6","42","6","71000","51","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
6,"201",10,"1","6","0","0","2","0","2","2","2","2","0",0,"11","2","3","1","2","1","2","1","3","3","3","1","21","1","0","2","2","1","1","924","999","0","0","1","4771","0","0","4","1","0","2722","0","4","4","36","2","290","25","2","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"609",105,"1","2","0","0","2","0","1","2","2","2","0",0,"11","2","3","2","2","1","2","1","3","3","3","1","23","1","4","2","5","1","1","603","999","0","0","1","8191","0","0","4","1","0","3090","0","5","6","53","6","600","25","1","2","2","6","4016","10","1","0","1","0","0","0","1","2","1","No"
2,"507",44,"1","1","0","0","0","0","1","2","2","2","1",1,"1","2","5","0","0","0","0","1","2","2","2","1","19","1","1","2","5","1","2","32","50","0","1","1","770","37","0","6","1","0","6355","0","4","4","25","5","500","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1301",37,"1","8","0","2","2","1","2","1","2","1","0",0,"0","2","1","2","2","2","2","1","3","3","3","3","21","2","0","0","0","0","4","999","999","0","0","6","3895","0","0","1","1","0","4850","2","0","0","25","6","0","0","1","1","4","9","9000","17","0","0","2","0","1","0","1","2","1","No"
2,"201",36,"1","1","0","2","0","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","21","2","0","0","0","2","2","51","50","0","0","6","6970","0","0","6","1","0","51","4","0","0","25","1","0","0","2","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"402",137,"4","1","2","0","2","0","1","2","2","2","0",0,"0","1","1","2","2","1","2","1","3","2","2","2","21","2","0","0","0","2","1","233","999","7","0","6","6970","0","1200","1","2","0","5740","2","0","0","363","1","0","0","1","2","2","8","8000","15","0","0","1","1","0","0","2","1","3","No"
2,"1001",49,"5","1","4","0","2","2","1","1","2","2","2",1,"1","1","1","2","2","1","2","1","3","3","3","1","22","2","4","2","5","0","4","999","999","8","1","1","8660","34","1200","1","2","0","52","4","5","6","312","6","1000","25","1","2","2","3","5017","3","0","0","1","0","0","0","2","2","3","No"
1,"1103",345,"1","1","0","2","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","21","2","4","3","5","1","2","50","22","0","1","1","6871","67","0","6","1","0","440","4","5","6","6","6","1100","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"1001",93,"1","1","1","0","1","0","1","2","2","2","3",1,"1","1","1","2","2","1","2","1","2","2","2","1","16","1","3","2","5","1","4","999","999","0","1","1","6290","13","1142","1","1","0","7340","0","5","5","25","6","1290","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"100",85,"1","1","0","0","2","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","19","1","0","0","0","2","2","32","50","0","0","6","2170","0","0","6","1","0","7750","0","0","4","36","2","0","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
5,"805",277,"1","1","0","0","2","0","1","2","2","2","3",0,"2","2","5","0","0","0","0","3","3","3","3","2","22","1","2","2","5","0","4","999","999","0","0","1","7270","40","0","6","1","0","2145","0","4","5","24","6","800","25","1","2","2","2","3000","2","0","1","1","0","0","0","1","2","1","No"
3,"906",58,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","0","0","0","2","11","1","0","0","0","0","4","999","999","0","0","0","0","0","0","6","1","0","0","0","0","0","25","3","0","0","1","2","4","8","8000","15","0","0","1","1","0","1","0","0","1","No"
1,"201",61,"1","3","0","2","2","0","1","2","2","2","1",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","4","1","5","1","2","50","100","0","1","1","9370","67","0","1","1","0","1610","2","5","6","25","6","290","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"100",16,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","2","2","1","3","3","3","1","16","2","3","2","5","1","4","999","999","0","0","1","6991","0","0","1","1","0","4810","2","5","5","36","6","100","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"611",148,"1","0","0","2","0","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","0","0","0","2","11","2","0","0","0","0","2","903","924","0","0","0","0","0","0","6","1","1","0","0","0","3","25","3","0","0","2","1","2","9","9000","16","0","1","2","0","1","1","0","0","1","No"
1,"612",72,"1","6","0","0","2","2","2","1","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","1","1","21","2","0","3","4","2","2","50","32","0","0","3","7390","0","0","6","1","0","710","4","5","5","36","6","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
